,위      치,아파트명,동수,층수,세대수,인구수,건축 연도,lat,lng,연식,score
1395,당산로45길61,일신,1,5,49,172,1981,35.8556936,128.54396129999998,39,40
1396,대명천로16,성인,1,5,46,161,1981,35.902168700000004,128.849098,39,40
1397,대명천로67,삼호,1,5,49,172,1981,35.902168700000004,128.849098,39,40
1398,대명천로101,본리롯데캐슬,7,20,528,1848,2008,35.902168700000004,128.849098,12,20
1399,대명천로119,본리2차 롯데캐슬,6,20,473,1656,2008,35.902168700000004,128.849098,12,20
1400,대명천로153,아카시아,5,5,330,1155,1987,35.902168700000004,128.849098,33,40
1401,대명천로250,영남네오빌비스타,2,25,272,952,2005,35.902168700000004,128.849098,15,20
1402,대명천로43길46,파크하임,1,10,29,87,2016,35.902168700000004,128.849098,4,10
1403,대명천로45길14,아너스뷰,1,13,19,57,2015,35.902168700000004,128.849098,5,10
1404,대명천로45길42,트윈아크로파트B,1,10,18,63,2003,35.902168700000004,128.849098,17,20
1405,대명천로45길46,트원아크로파트A,1,10,18,63,2002,35.902168700000004,128.849098,18,20
1406,대명천로47길14,그린 아트빌,1,10,18,63,2002,35.902168700000004,128.849098,18,20
1407,구마로21길51,로얄 센트로,1,5,9,32,2001,35.8397682,128.5391392,19,20
1408,구마로21길51,로얄 센트로,1,10,19,67,2001,35.8397682,128.5391392,19,20
1409,구마로36길20,그린2차,8,12,672,2352,1986,35.8361662,128.54560120000002,34,40
1410,구마로36길33,그린3차,10,13,822,2877,1988,35.835168599999996,128.54773840000001,32,40
1411,구마로46길21,그린1차,8,12,648,2268,1984,35.835917200000004,128.5529371,36,40
1412,구마로52길59,서부광명,2,5,50,175,1981,35.8345119,128.5547381,39,40
1413,구마로52안길57,제림,1,20,222,777,1997,35.8340207,128.55101240000002,23,30
1414,달구벌대로995,성서우방유쉘,5,15,347,1215,2007,35.8538104,128.47538899999998,13,20
1415,달구벌대로1530,삼정브리티시용산,5,34,767,2685,2013,35.8532044,128.52031540000002,7,10
1416,달구벌대로1748,벽산타워,1,18,91,319,2005,35.8570682,128.5564984,15,20
1417,달구벌대로283길 50,용산동 미르젠아파트,1,8,54,189,2014,35.851969,128.5230462,6,10
1418,달구벌대로301길14-7,용산 모닝빌,1,10,19,67,2002,35.850691600000005,128.5324101,18,20
1419,달구벌대로301길14-13,용산 모닝빌,1,10,19,67,2002,35.850835499999995,128.5326789,18,20
1420,달구벌대로301길14-13,유성 아트빌,1,10,19,67,2002,35.850835499999995,128.5326789,18,20
1421,달구벌대로304길52,감삼청구,2,10,153,536,1995,35.847380799999996,128.5328673,25,30
1422,달구벌대로305길10,하나로 프린스빌,1,9,16,56,2001,35.8503862,128.5340078,19,20
1423,달구벌대로307길11,DRC오즈,1,11,19,67,2005,35.85064379999999,128.5342486,15,20
1424,달구벌대로309길5,태영 팰리스,2,10,31,93,2016,35.8510052,128.5360656,4,10
1425,달구벌대로323길39,청실보성,3,5,135,473,1986,35.854350700000005,128.5415386,34,40
1426,달구벌대로329길39,감삼우일,1,5,45,158,1981,35.8552792,128.5451055,39,40
1427,달구벌대로332길78,감삼맨션,2,5,47,165,1981,35.8507605,128.5463699,39,40
1428,달구벌대로340길30,삼화맨션,3,5,140,490,1981,35.8537695,128.55180990000002,39,40
1429,달서대로41,대곡역 화성파크드림,4,28,670,2345,2008,35.812917299999995,128.5107446,12,20
1430,달서대로67,유천동포스코더ㅤㅅㅑㅍ,6,31,764,2674,2006,35.813770700000006,128.5086487,14,20
1431,달서대로719,신당한화꿈에그린,10,20,833,2916,2005,35.8638119,128.48964840000002,15,20
1432,상인로105,상인청구,5,14,412,1442,1993,35.8157399,128.5455057,27,30
1433,상인로26길29,원영 아트빌,1,6,12,42,2003,35.8177821,128.5463408,17,20
1434,상인서로3,상인평광,3,15,380,1330,1993,35.8116189,128.5463262,27,30
1435,상인서로39,상인동서,4,15,415,1453,1993,35.813643,128.5444003,27,30
1436,상인서로46,상인서한,5,15,424,1484,1993,35.8150527,128.5443922,27,30
1437,상인서로65,상인우방,3,17,317,1110,1993,35.8154748,128.5425316,27,30
1438,상인서로75,상인보성,3,17,317,1110,1993,35.8163243,128.5414307,27,30
1439,상인서로76,상인영남화성,6,17,758,2653,1993,35.8173008,128.5429645,27,30
1440,상인서로85,상인현대동방,4,15,440,1540,1993,35.8173685,128.5403268,27,30
1441,상인서로94,동화태왕한양상인타운,7,15,702,2457,1993,35.8185393,128.5417335,27,30
1442,상화로24,대곡동화,2,22,268,938,1995,35.8097231,128.5164205,25,30
1443,상화로35,서한이다음 레이크뷰,8,22,633,1899,2015,35.8086739,128.5187197,5,10
1444,상화로65,진천 코오롱,2,19,226,791,2004,35.8085902,128.52100520000002,16,20
1445,상화로86,삼성래미안2차,4,19,317,1110,2001,35.806900299999995,128.5230567,19,20
1446,상화로90,대곡청구제네스,2,22,275,963,2004,35.8070818,128.52442549999998,16,20
1447,상화로235,상인푸르지오,6,24,698,2443,2010,35.81053729999999,128.53893829999998,10,20
1448,상화로277,성진상인아파트,1,6,19,67,1994,35.8087149,128.5441155,26,30
1449,상화로370,장미③,3,15,540,1890,1993,35.8077041,128.5531044,27,30
1450,상화로371,비둘기ⓛ,8,15,2092,7322,1993,35.8092074,128.5529223,27,30
1451,상화로373,비둘기②,3,15,732,2562,1993,35.8088907,128.55515079999998,27,30
1452,상화로380,장미④,4,15,760,2660,1993,35.807634,128.5561788,27,30
1453,상화로5길23,진천태왕아너스 1단지,3,15,182,637,2008,35.8101148,128.5179689,12,20
1454,상화로5길24,진천태왕아너스 2단지,2,15,165,578,2008,35.8097951,128.5187436,12,20
1455,상화로7길31,진천대동,1,14,129,452,1997,35.809511799999996,128.52025659999998,23,30
1456,상화로8길23,삼성 래미안,8,20,767,2685,2000,35.8071325,128.51792959999997,20,30
1457,상화로8길26,대곡청구,3,22,407,1425,1992,35.808412,128.5165371,28,30
1458,상화로21길55,제림 하나로,5,19,254,889,1995,35.810418799999994,128.5239517,25,30
1459,상화로21길64,월송,3,5,100,350,1982,35.811367100000005,128.5245311,38,40
1460,상화로58길86,롯데캐슬레이크,8,20,910,3185,2005,35.8054749,128.5488213,15,20
1461,상화로59길33,상인보라 2차,2,12,56,196,1996,35.809904700000004,128.54549129999998,24,30
1462,상화북로117,우방청자,9,5,440,1540,1989,35.811818599999995,128.53922690000002,31,40
1463,상화북로137,한양은하,13,5,520,1820,1989,35.8119745,128.54142439999998,31,40
1464,상화북로159,보성산호,7,5,320,1120,1989,35.8122946,128.54320479999998,31,40
1465,상화북로160,세경백조 3차,1,7,180,630,1994,35.8110566,128.5427118,26,30
1466,상화북로195,성지,2,15,214,749,1994,35.8144852,128.5467044,26,30
1467,상화북로195,한서,2,15,214,749,1994,35.8144852,128.5467044,26,30
1468,상화북로196,상인제림,3,15,435,1523,1993,35.8130604,128.5478543,27,30
1469,상화북로5길39,현대 아파트,1,15,183,641,1993,35.812363299999994,128.5273682,27,30
1470,새동네로34,보람타운,8,19,918,3213,1997,35.851749600000005,128.5192581,23,30
1471,선원남로77,한샘,6,19,1026,3591,1997,35.8581658,128.5085811,23,30
1472,선원남로99,성서한빛,17,20,1461,5114,1998,35.858196,128.5118664,22,30
1473,선원남로151,한마음 타운,6,19,996,3486,1998,35.8580055,128.516574,22,30
1474,선원남로181,성서5단지,11,20,891,3119,1997,35.8580967,128.51988400000002,23,30
1475,선원로100,동서서한,7,15,974,3409,1994,35.8583974,128.5032348,26,30
1476,선원로122,성서2차 서한,6,18,714,2499,1997,35.85819590000001,128.5057203,23,30
1477,선원로137,푸른마을,6,19,672,2352,1997,35.8595256,128.5090836,23,30
1478,대명천로47길19,본리메트로파크,1,10,16,48,2014,35.902168700000004,128.849098,6,10
1479,대명천로47길23,굿모닝,1,10,16,48,2014,35.902168700000004,128.849098,6,10
1480,대명천로47길26,에머랄드,1,6,20,20,2015,35.902168700000004,128.849098,5,10
1481,대명천로47길38,태양골든타운,1,9,18,63,2001,35.902168700000004,128.849098,19,20
1482,대명천로47길42,본리 드림뷰,1,11,36,126,2004,35.902168700000004,128.849098,16,20
1483,대명천로47길42,본리 아파트,1,10,19,67,2000,35.902168700000004,128.849098,20,30
1484,대명천로51길59,드림시티,1,8,25,25,2016,35.902168700000004,128.849098,4,10
1485,대명천로51길70,영생,1,5,40,140,1991,35.902168700000004,128.849098,29,30
1486,도원남로40,산새마을,15,20,1302,4557,1996,35.803456700000005,128.5340243,24,30
1487,도원로45,대곡강산타운,14,20,1480,5180,1997,35.8054156,128.53741100000002,23,30
1488,도원로46,별메마을,18,20,1594,5579,1996,35.805681400000005,128.5339949,24,30
1489,두류6길9,두류보성,2,11,122,427,1999,35.857580299999995,128.5663283,21,30
1490,두류공원로50길23,선빌파크타운,1,13,48,168,2004,35.856729200000004,128.5600523,16,20
1491,두류길8,진성두류타운,1,15,70,245,2004,35.860155,128.5738325,16,20
1492,비슬로2724,대곡한라하우젠트,2,25,298,1043,2005,35.8090724,128.51365330000002,15,20
1493,비슬로2731,대곡역화성타운,3,20,245,858,1996,35.8105105,128.5137722,24,30
1494,비슬로2734,대곡역화성파크드림위드,5,15,359,1077,2011,35.8090771,128.5125903,9,10
1495,비슬로538길22,대곡우방,4,20,432,1512,1994,35.806315000000005,128.5092639,26,30
1496,비슬로540길14,대곡금강 2차,3,15,286,1001,1991,35.807717600000004,128.5105166,29,30
1497,비슬로540길38,대곡금강 1차,3,15,310,1085,1990,35.8070561,128.5109107,30,0
1498,비슬로550길38,대곡 이오스,3,20,201,704,2003,35.8086275,128.5152605,17,20
1499,상원로142,상인자이,7,30,646,2261,2007,35.8210599,128.5303208,13,20
1500,상원로143,월성동삼성래미안,7,28,760,2660,2006,35.8202928,128.5286878,14,20
1501,선원로171,무지개,4,20,574,2009,1997,35.8601939,128.5117497,23,30
1502,선원로241,성서2차 보성,7,20,1012,3542,1997,35.8595615,128.51838,23,30
1503,선원로23북길51-15,초원 그랜드빌,1,9,16,56,2002,35.8606708,128.5021043,18,20
1504,성당로19,성당클래식명가,1,10,42,126,2017,35.8391411,128.5584365,3,10
1505,성당로187,한마음청소년임대,2,5,100,350,1985,35.8500914,128.57030590000002,35,40
1506,성당로231,서남,1,5,16,56,1979,35.8530025,128.57356399999998,41,40
1507,성당로33길16,성당에덴,1,15,246,861,1995,35.8490951,128.5692238,25,30
1508,성당로33길40,대경,2,5,38,133,1980,35.8504621,128.5689181,40,40
1509,성당로35길35,성지,1,5,49,172,1980,35.8503134,128.5692912,40,40
1510,성당로35길40,교직원,3,5,54,189,1979,35.8509629,128.56993020000002,41,40
1511,성서동로350,평화타운,6,15,579,2027,1994,35.8516974,128.5165254,26,30
1512,성서동로355-20,성서2차 화성,4,20,365,1278,1997,35.8531924,128.5134263,23,30
1513,성서동로355-27,성서주공 4단지,6,20,570,1995,1996,35.8517534,128.5124848,24,30
1514,성서로76길14,스마트하우스3,1,6,22,22,2015,35.8504189,128.5083744,5,10
1515,성서서로316,대백창신한라,6,15,876,3066,1994,35.8530975,128.5008896,26,30
1516,성서서로330,청남타운,6,15,616,2156,1994,35.854699600000004,128.500996,26,30
1517,성지로11,영남우방 1차,4,19,836,2926,1997,35.854304600000006,128.5168069,23,30
1518,성지로12,성서7주공,11,18,794,2779,1997,35.8530823,128.51682549999998,23,30
1519,성지로35,성서6-1주공(금빛마을),7,20,570,1592,1997,35.854408299999996,128.5197194,23,30
1520,성지로35,성서6주공,11,20,1034,3619,1997,35.854408299999996,128.5197194,23,30
1521,성지로42,성서8주공,9,18,693,2426,1997,35.8530316,128.5202152,23,30
1522,성지로75,성서청구,5,20,940,3290,1997,35.85618040000001,128.520124,23,30
1523,송현로72,코리아 아파트,1,9,18,63,2002,35.824146899999995,128.54503640000001,18,20
1524,송현로103,송현우방,2,15,177,620,1992,35.8262961,128.5435459,28,30
1525,송현로103-8,송현화정아파트,1,10,36,126,2003,35.8266053,128.5429393,17,20
1526,송현로113,본동주공,8,15,1234,4319,1992,35.8279186,128.5433235,28,30
1527,송현로161,송현,3,5,80,280,1980,35.8315836,128.54427379999998,40,40
1528,송현로7길10,상인화성파크드림,27,28,2420,8470,2010,35.8215932,128.5454915,10,20
1529,송현로7길41,월촌보성화성타운,4,20,452,1582,1999,35.81888,128.5477117,21,30
1530,송현로10길9,송현동 아파트,1,7,12,42,2003,35.8230614,128.5474726,17,20
1531,송현로16길43,월성,8,5,450,1575,1981,35.825855499999996,128.5447105,39,40
1532,송현로25길74,성한,1,5,20,70,1980,35.8320893,128.54404590000001,40,40
1533,신당로55,성서주공 2단지,10,15,1412,4942,1995,35.854749600000005,128.49785649999998,25,30
1534,신당로55,성서주공 3단지,5,15,835,2923,1995,35.854749600000005,128.49785649999998,25,30
1535,신당로56,성서주공 1단지,13,15,1877,6570,1995,35.8527016,128.4979101,25,30
1536,야외음악당로45,성당테마타운,1,7,33,116,2003,35.8412983,128.5527121,17,20
1537,야외음악당로7길14,세신남부,2,5,48,168,1980,35.8402217,128.5518246,40,40
1538,야외음악당로39길54,삼정 그린빌,10,22,1208,4228,2002,35.8550196,128.5553404,18,20
1539,야외음악당로39서길45,신내당 상가,1,5,44,154,1980,35.8530691,128.5522147,40,40
1540,야외음악당로47길60,내당보성,2,5,188,658,1983,35.8575453,128.5603404,37,40
1541,야외음악당로47길60,대림대흥대주,3,5,132,462,1981,35.8575453,128.5603404,39,40
1542,와룡로33,조은 아트빌,1,9,28,84,2016,35.84747249999999,128.5336729,4,10
1543,와룡로33-1,청림 팔레스,1,10,14,49,2003,35.8357843,128.53631629999998,17,20
1544,와룡로67,유림노르웨이 숲,1,29,172,602,2008,35.838731700000004,128.5363151,12,20
1545,와룡로108,우성,1,5,26,91,1990,35.8423317,128.5374861,30,0
1546,와룡로169,월드마크웨스트엔드,7,45,994,3479,2010,35.848290999999996,128.53592659999998,10,20
1547,송현로103,송현우방,2,15,177,620,1992,35.8262961,128.5435459,28,30
1548,송현로103-8,송현화정아파트,1,10,36,126,2003,35.8266053,128.5429393,17,20
1549,송현로113,본동주공,8,15,1234,4319,1992,35.8279186,128.5433235,28,30
1550,송현로161,송현,3,5,80,280,1980,35.8315836,128.54427379999998,40,40
1551,송현로7길10,상인화성파크드림,27,28,2420,8470,2010,35.8215932,128.5454915,10,20
1552,송현로7길41,월촌보성화성타운,4,20,452,1582,1999,35.81888,128.5477117,21,30
1553,송현로10길9,송현동 아파트,1,7,12,42,2003,35.8230614,128.5474726,17,20
1554,송현로16길43,월성,8,5,450,1575,1981,35.825855499999996,128.5447105,39,40
1555,송현로25길74,성한,1,5,20,70,1980,35.8320893,128.54404590000001,40,40
1556,신당로55,성서주공 2단지,10,15,1412,4942,1995,35.854749600000005,128.49785649999998,25,30
1557,신당로55,성서주공 3단지,5,15,835,2923,1995,35.854749600000005,128.49785649999998,25,30
1558,신당로56,성서주공 1단지,13,15,1877,6570,1995,35.8527016,128.4979101,25,30
1559,야외음악당로45,성당테마타운,1,7,33,116,2003,35.8412983,128.5527121,17,20
1560,야외음악당로7길14,세신남부,2,5,48,168,1980,35.8402217,128.5518246,40,40
1561,야외음악당로39길54,삼정 그린빌,10,22,1208,4228,2002,35.8550196,128.5553404,18,20
1562,야외음악당로39서길45,신내당 상가,1,5,44,154,1980,35.8530691,128.5522147,40,40
1563,야외음악당로47길60,내당보성,2,5,188,658,1983,35.8575453,128.5603404,37,40
1564,야외음악당로47길60,대림대흥대주,3,5,132,462,1981,35.8575453,128.5603404,39,40
1565,와룡로33,조은 아트빌,1,9,28,84,2016,35.84747249999999,128.5336729,4,10
1566,와룡로33-1,청림 팔레스,1,10,14,49,2003,35.8357843,128.53631629999998,17,20
1567,와룡로67,유림노르웨이 숲,1,29,172,602,2008,35.838731700000004,128.5363151,12,20
1568,와룡로108,우성,1,5,26,91,1990,35.8423317,128.5374861,30,0
1569,와룡로169,월드마크웨스트엔드,7,45,994,3479,2010,35.848290999999996,128.53592659999998,10,20
1570,와룡로5길23,D대운 팰리스,1,10,14,42,2013,35.8347564,128.5356021,7,10
1571,와룡로5길38,목화미르하이츠A동,1,10,18,63,2003,35.8351895,128.5346807,17,20
1572,와룡로5길42,목화미르하이츠B동,1,10,18,63,2003,35.8351807,128.5344482,17,20
1573,와룡로9길37,미소시티,1,9,28,28,2016,35.8364961,128.5332337,4,10
1574,와룡로9길41,행복시티,1,9,29,29,2016,35.836546000000006,128.5344851,4,10
1575,와룡로9길59,한우아파트,2,5,180,630,1983,35.8363529,128.5331123,37,40
1576,와룡로9길74,앤타레스빌,1,7,12,42,2002,35.836775,128.5326436,18,20
1577,와룡로9길78,마드리드,1,10,16,48,2013,35.836731,128.5323976,7,10
1578,와룡로9길96,화정리치빌,1,7,36,126,2002,35.8366967,128.5314067,18,20
1579,와룡로10길14,대영(가),1,5,50,175,1980,35.8365004,128.5382416,40,40
1580,와룡로10길43,명성로즈빌,1,6,12,42,2002,35.83672800000001,128.5395437,18,20
1581,와룡로10길48,유림,1,5,20,70,1980,35.8364332,128.53977079999999,40,40
1582,와룡로10길101,송이(가),1,5,20,70,1980,35.8366597,128.5425153,40,40
1583,와룡로10길101,송이(나),1,5,50,175,1980,35.8366597,128.5425153,40,40
1584,와룡로13길15,이엠누리채,1,10,16,48,2014,35.8380223,128.535914,6,10
1585,와룡로14길20,대일,1,5,50,175,1981,35.8381221,128.538599,39,40
1586,와룡로14길35,다온빌,1,7,10,30,2000,35.8384081,128.5391344,20,30
1587,와룡로14길53,한신공영,5,5,240,840,1985,35.8383216,128.54054409999998,35,40
1588,와룡로14길70,대영(나),1,5,40,140,1980,35.8380685,128.5406874,40,40
1589,와룡로15길86,현대백조,14,5,670,2345,1989,35.8408917,128.5321641,31,40
1590,와룡로16길17,퀸즈드림,1,13,21,63,2015,35.8394045,128.5382424,5,10
1591,와룡로16길27-3,펠리체,1,10,29,29,2016,35.8393421,128.5388762,4,10
1592,와룡로16길27-7,아델하임,1,9,28,84,2016,35.8393421,128.5388762,4,10
1593,와룡로16길27-18,도담도담채,2,13,22,66,2015,35.839966499999996,128.538938,5,10
1594,와룡로17길9,신화오피스,1,9,25,25,2016,35.8404269,128.5349357,4,10
1595,와룡로53길40,죽전그린빌,9,15,494,1729,2003,35.8573107,128.5350972,17,20
1596,용산로88,장기주공,5,15,705,2468,2005,35.845718,128.531603,15,20
1597,용산로160,우방죽전타운,8,20,792,2772,1997,35.851170200000006,128.5311932,23,30
1598,용산로174,용산우방,4,20,334,1169,1997,35.8533453,128.5311391,23,30
1599,용산로253,용산현대우방타운,4,20,496,1736,1999,35.8596567,128.52963219999998,21,30
1600,용산로254,용산블루빌,6,15,584,2044,2000,35.8596259,128.5317036,20,30
1601,용산로259,용산파크타운,10,20,802,2807,2000,35.8608583,128.52898359999998,20,30
1602,용산로266,용산영남,3,18,352,1232,1998,35.86105,128.5325159,22,30
1603,용산로12길86,대호시티,2,9,58,58,2017,35.8424544,128.5354457,3,10
1604,용산로12길88,엠코시티,1,9,29,29,2016,35.8425643,128.5333921,4,10
1605,용산로14길53,태영타운,1,9,16,56,2004,35.843150200000004,128.5338452,16,20
1606,용산서로9,용산2차 세광태왕,6,18,564,1974,1999,35.8569029,128.5296991,21,30
1607,용산서로21,용산태왕미진,6,17,544,1904,1998,35.85688409999999,128.5280294,22,30
1608,용산서로22,용산청구타운,4,17,282,987,1999,35.858156799999996,128.5282283,21,30
1609,용산서로37,용산보성,4,15,345,1208,1999,35.8570136,128.5264503,21,30
1610,용산서로38,용산2차 우방타운,3,17,379,1327,1999,35.8579997,128.52663619999998,21,30
1611,용산큰못길30,용산2차 서한화성,6,18,492,1722,1999,35.859653,128.5282149,21,30
1612,월곡로112,은행,3,15,430,1505,1993,35.8075359,128.55046090000002,27,30
1613,월곡로171,상인동화아이위시,3,19,380,1330,1994,35.81063579999999,128.5454675,26,30
1614,월곡로291,상인중석,1,20,166,581,1997,35.8194829,128.5363394,23,30
1615,월곡로320,보성은하,10,24,1521,5324,1994,35.8225367,128.5352953,26,30
1616,월배로22길43,진천그린팰리스,2,10,13,39,2007,35.8133068,128.5262498,13,20
1617,월배로23길12,진천골드타운,1,10,17,60,2002,35.8152996,128.5266086,18,20
1618,월배로23길16,진천 탑클래스,1,12,22,66,2015,35.8155036,128.5265225,5,10
1619,월배로23길60,로뎀 아파트,1,15,39,117,2017,35.817277399999995,128.5257354,3,10
1620,월배로28길8,대금 풀하우스,1,8,19,67,2001,35.8151182,128.5295155,19,20
1621,월배로28길45,예그린,2,13,38,114,2016,35.81421470000001,128.5319574,4,10
1622,월배로28길12-5,대금 풀하우스,1,8,19,67,2002,35.81494910000001,128.5298619,18,20
1623,월배로28길12-9,대금 풀하우스,1,8,19,67,2002,35.8147701,128.5297666,18,20
1624,월배로28안길17-18,부국 아파트,1,10,15,53,2003,35.81410109999999,128.5298264,17,20
1625,월배로28안길17-18,부국 아파트,1,10,18,63,2002,35.81410109999999,128.5298264,18,20
1626,월배로28안길20,대마 엘리시움,1,13,35,123,2003,35.8145809,128.52872630000002,17,20
1627,월배로28안길54,정덕한우리타운,1,8,24,84,2002,35.8132487,128.5279185,18,20
1628,월배로32길9,상인명문아파트,1,10,18,63,2002,35.8160015,128.5313562,18,20
1629,월배로32길15,상인부민,1,10,18,63,2002,35.815868200000004,128.53155230000002,18,20
1630,월배로32길19,상인신성,1,10,18,63,2002,35.8157179,128.5317106,18,20
1631,월배로32길23,상인한빛,1,10,18,63,2002,35.815577399999995,128.5318867,18,20
1632,월배로32길26,세정드림타운,1,13,66,231,2004,35.8150754,128.5316598,16,20
1633,월배로32길29,부민 아파트,1,10,18,63,2002,35.8153933,128.53212779999998,18,20
1634,월배로32안길35,동백,3,13,318,1113,1990,35.8142458,128.5307403,30,0
1635,월배로32안길40,진천장미맨션,1,6,19,67,2000,35.8143761,128.5300053,20,30
1636,월배로32안길61,귀빈1차,3,12,413,1446,1990,35.8129451,128.5301407,30,0
1637,월배로32안길66,귀빈2차,3,19,461,1614,1994,35.813231099999996,128.52905259999997,26,30
1638,월배로33길53,월배역라온프라이빗 ,6,20,230,805,2018,35.8181133,128.5291241,2,10
1639,월배로33길117,태왕아너스베스트,2,25,263,921,2008,35.8205398,128.5264274,12,20
1640,월배로34길27,삼미,1,19,154,539,1994,35.8153204,128.5327161,26,30
1641,월배로34길28-1,다우드림캐슬,1,11,19,67,2003,35.8156072,128.5320618,17,20
1642,월배로34길47,월성타운A동,1,8,14,42,2013,35.81456730000001,128.53221090000002,7,10
1643,월배로39길26,상인역KCC스위첸,3,26,293,1026,2009,35.81991179999999,128.53331219999998,11,20
1644,월배로69길19,클래식타운,1,9,18,63,2002,35.82684520000001,128.5466696,18,20
1645,월배로73길9,송현파크맨션,1,6,12,42,1980,35.827532700000006,128.5479173,40,40
1646,월배로80길40,블리스타운,1,5,15,53,2004,35.8286533,128.5525867,16,20
1647,월배로85길34,송현광림타운,1,8,14,49,2002,35.833322499999994,128.551137,18,20
1648,월배로93길53,창원,1,5,45,158,1981,35.834871500000006,128.552186,39,40
1649,월서로14,상인역e-편한세상 1단지,4,28,443,1551,2008,35.8216574,128.5333815,12,20
1650,월서로31,상인역신일해피트리,7,28,678,2373,2007,35.8195218,128.532037,13,20
1651,월서로51,월배역포스코더ㅤㅅㅑㅍ,7,28,816,2856,2006,35.8187321,128.5296303,14,20
1652,월서로3길15,상인역e-편한세상 2단지,6,26,610,2135,2008,35.8202684,128.53481200000002,12,20
1653,월성로132,월배e-편한세상,8,30,932,3262,2014,35.830639,128.5292615,6,10
1654,율곡로94길30,월성주공 1단지,24,15,1234,4319,1991,35.8328391,128.5270764,29,30
1655,율성로77,월성주공 2단지,11,15,2364,8274,1991,35.871435399999996,128.60144499999998,29,30
1656,이곡공원로33,성서2차 동서화성,8,20,1256,4396,1997,35.8563952,128.5114352,23,30
1657,이곡공원로49,성서3차 동서타운,2,20,294,1029,1998,35.8558526,128.51354750000002,22,30
1658,이곡공원로83,영남우방 2차,6,20,794,2779,1997,35.856137700000005,128.51663829999998,23,30
1659,이곡동로24,와룡타운,6,15,630,2205,1994,35.8533378,128.5101866,26,30
1660,장기로115,성당동 포스코 더 ㅤㅅㅑㅍ,8,20,904,3164,2008,35.8422622,128.5478901,12,20
1661,장기로116,성남,4,5,151,529,1978,35.8437513,128.54766899999998,42,40
1662,장기로127,성당래미안/e-편한세상 3단지,9,20,822,2877,2008,35.8422912,128.5458823,12,20
1663,장기로145,성당래미안/e-편한세상 2단지,19,20,1608,5628,2008,35.8420886,128.5430537,12,20
1664,장기로160,성당코오롱하늘채,7,20,784,2744,2007,35.8441523,128.5431308,13,20
1665,장기로189,성당래미안/e-편한세상 1단지,10,19,1036,3626,2008,35.8421064,128.5404956,12,20
1666,장기로227,금강,1,5,50,175,1981,35.8433227,128.5353729,39,40
1667,장기로242,우방드림시티,17,25,2160,7560,2003,35.8453483,128.53448649999999,17,20
1668,장기로252,장기동협성휴포레,2,20,155,465,2016,35.84259470000001,128.5399103,4,10
1669,장기로10길27,미래 파크뷰,1,10,18,63,2004,35.8444393,128.5552811,16,20
1670,장기로10길29,미래 파크뷰,1,10,18,63,2003,35.8445566,128.5550505,17,20
1671,장기로22길9,남도,1,5,49,172,1981,35.843981899999996,128.5484997,39,40
1672,장기로22길23,황실,4,5,108,378,1988,35.8446135,128.5485428,32,40
1673,장기로26길30,라일락,3,5,175,613,1987,35.8446278,128.54757759999998,33,40
1674,장산남로33,용산롯데캐슬,10,30,1619,5667,2004,35.850854299999995,128.52658229999997,16,20
1675,장산로10,용산서한화성,6,16,478,1673,1998,35.8548409,128.5296467,22,30
1676,장산로20,용산우방동서,6,17,496,1736,1998,35.8548211,128.52799579999999,22,30
1677,조암남로10,월성e-편한세상,8,29,1097,3840,2009,35.8239402,128.53034159999999,11,20
1678,조암남로24,태왕아너스월성,6,30,499,1747,2007,35.8194184,128.5228843,13,20
1679,조암남로116,월배이안아파트,5,26,400,1400,2009,35.819357200000006,128.5199816,11,20
1680,조암남로123,월배태영데시앙,7,28,431,1509,2009,35.8179407,128.52075929999998,11,20
1681,조암남로132,월배 힐스테이트,6,24,730,2555,2008,35.8188017,128.5185928,12,20
1682,조암남로182,대구월배아이파크 1차,13,30,1296,3888,2015,35.8154885,128.5144324,5,10
1683,조암남로10길21,월성자이,5,30,480,1680,2006,35.8219099,128.52641210000002,14,20
1684,조암남로16길19,월성코오롱하늘채 1단지,6,27,823,2881,2007,35.8211195,128.5228832,13,20
1685,조암남로16길20,월성코오롱하늘채 2단지,3,21,303,1061,2007,35.8218851,128.52403700000002,13,20
1686,조암남로32길13,월배쌍용예가,3,28,555,1943,2008,35.817435100000004,128.5161462,12,20
1687,조암로6길19,월성월드메르디앙,7,30,865,3028,2009,35.825928499999996,128.5244321,11,20
1688,조암로6길20,월성  푸르지오,10,30,1824,6384,2008,35.8273876,128.52653020000002,12,20
1689,조암로10길11,월성협성휴포레,11,29,996,2988,2016,35.825669399999995,128.5226762,4,10
1690,죽전길72,일광,1,5,40,140,1981,35.854966299999994,128.5405352,39,40
1691,죽전길78,삼성,1,5,40,140,1981,35.85517720000001,128.5405345,39,40
1692,죽전1길19,대림,1,5,48,168,1985,35.851687299999995,128.5399373,35,40
1693,죽전1길82,동화 로즈빌,3,11,348,1218,2001,35.8531744,128.5391491,19,20
1694,진천로25-8,상록,1,5,40,140,1980,35.811337,128.5250377,40,40
1695,진천로41,진천청구,5,20,464,1624,1995,35.8121468,128.52412569999998,25,30
1696,진천로49,해동타운,1,15,30,105,2003,35.8131158,128.52430470000002,17,20
1697,진천로77,진천역계룡리슈빌,9,31,810,2835,2011,35.8156462,128.5219499,9,10
1698,진천로114-20,금오 빌라트,1,5,19,67,2002,35.819075,128.5227381,18,20
