순번,대지위치,시군구코드,법정동코드,대지구분코드,번,지,사용년월,도로명대지위치,새주소일련번호,새주소도로코드,새주소지상지하코드,새주소본번,새주소부번,사용량(KWh)
587,대구광역시 서구 비산동 1890-46번지,27170,10200,0,1890,0046,202008,대구광역시 서구 염색공단로9길 5-9,1,271704229255,0,5,9,326
588,대구광역시 서구 비산동 1890-51번지,27170,10200,0,1890,0051,202008,대구광역시 서구 염색공단로7길 9-12,1,271704229254,0,9,12,23
589,대구광역시 서구 비산동 1890-53번지,27170,10200,0,1890,0053,202008,대구광역시 서구 염색공단로11길 15-35,1,271704229250,0,15,35,1062
590,대구광역시 서구 비산동 1890-5번지,27170,10200,0,1890,0005,202008,대구광역시 서구 염색공단로7길 1,1,271704229254,0,1,0,257
591,대구광역시 서구 비산동 1890-60번지,27170,10200,0,1890,0060,202008,대구광역시 서구 염색공단로7길 3,1,271704229254,0,3,0,175
592,대구광역시 서구 비산동 1890-64번지,27170,10200,0,1890,0064,202008,대구광역시 서구 염색공단로11길 15-59,1,271704229250,0,15,59,117
593,대구광역시 서구 비산동 1890-71번지,27170,10200,0,1890,0071,202008,대구광역시 서구 염색공단로9길 5-11,1,271704229255,0,5,11,385
594,대구광역시 서구 비산동 1890-72번지,27170,10200,0,1890,0072,202008,대구광역시 서구 염색공단로11길 15-55,1,271704229250,0,15,55,724
595,대구광역시 서구 비산동 1890-83번지,27170,10200,0,1890,0083,202008,대구광역시 서구 염색공단로9길 10-1,1,271704229255,0,10,1,105
596,대구광역시 서구 비산동 192-12번지,27170,10200,0,0192,0012,202008,대구광역시 서구 달서로12길 49-3,1,271704229083,0,49,3,350
597,대구광역시 서구 비산동 198-13번지,27170,10200,0,0198,0013,202008,대구광역시 서구 달서로12길 29-45,1,271704229083,0,29,45,443
598,대구광역시 서구 비산동 199-12번지,27170,10200,0,0199,0012,202008,대구광역시 서구 달서로12길 33,1,271704229083,0,33,0,12
599,대구광역시 서구 비산동 200-45번지,27170,10200,0,0200,0045,202008,대구광역시 서구 국채보상로78길 48,1,271704229062,0,48,0,70
